title,genre,author,time,total_chars,total_function_words,total_function_words_frequency,fraction_function_words_at_end,也_count,哉_count,乎_count,兮_count,夫_count,焉_count,耶_count,者_count,矣_count,耳_count,邪_count,也_frequency,哉_frequency,乎_frequency,兮_frequency,夫_frequency,焉_frequency,耶_frequency,者_frequency,矣_frequency,耳_frequency,邪_frequency,也_fraction_at_end,哉_fraction_at_end,乎_fraction_at_end,兮_fraction_at_end,夫_fraction_at_end,焉_fraction_at_end,耶_fraction_at_end,者_fraction_at_end,矣_fraction_at_end,耳_fraction_at_end,邪_fraction_at_end
中说,哲学,王通,隋,36848.0,2120.0,0.044642857142857144,0.7759433962264151,738.0,98.0,403.0,5.0,101.0,164.0,2.0,288.0,310.0,2.0,9.0,0.017884281372123317,0.002333912288319583,0.008820017368649588,0.00013569257490230136,0.00021710811984368216,0.0038808076422058185,5.427702996092054e-05,0.00303951367781155,0.0080601389491967,2.713851498046027e-05,0.00018996960486322188,0.8929539295392954,0.8775510204081632,0.8064516129032258,1.0,0.07920792079207921,0.8719512195121951,1.0,0.3888888888888889,0.9580645161290322,0.5,0.7777777777777778
传习录,哲学,王阳明,明,80416.0,2208.0,0.017844707520891366,0.6499094202898551,599.0,34.0,167.0,0.0,300.0,33.0,2.0,625.0,286.0,119.0,43.0,0.006429068842021489,0.00038549542379625945,0.0014300636689216076,0.0,0.0012310982888977318,0.00011191802626343016,2.487067250298448e-05,0.0036684241941902108,0.0032953641066454436,0.0009077795463589335,0.00036062475129327497,0.8631051752921536,0.9117647058823529,0.688622754491018,0.0,0.33,0.2727272727272727,1.0,0.472,0.9265734265734266,0.6134453781512605,0.6744186046511628
搜神记,记叙,干宝,晋,71016.0,1284.0,0.014109496451503887,0.780373831775701,508.0,8.0,49.0,6.0,89.0,57.0,35.0,401.0,49.0,63.0,19.0,0.007125154894671623,8.448800270361608e-05,0.0005632533513574405,8.448800270361608e-05,0.00014081333783936013,0.0008026360256843528,0.0004928466824377605,0.0033231947730088993,0.0006759040216289286,0.0007603920243325448,5.632533513574406e-05,0.9960629921259843,0.75,0.8163265306122449,1.0,0.11235955056179775,1.0,1.0,0.5885286783042394,0.9795918367346939,0.8571428571428571,0.21052631578947367
世说新语,记叙,刘义庆,南北朝,78292.0,689.0,0.006475757420937005,0.7358490566037735,125.0,6.0,32.0,4.0,58.0,34.0,1.0,211.0,36.0,107.0,75.0,0.0015582690440913503,7.663618249629592e-05,0.0003831809124814796,1.2772697082715987e-05,5.109078833086395e-05,0.00031931742706789966,1.2772697082715987e-05,0.0014177693761814746,0.0004470443978950595,0.0013283604966024625,0.0008685434016246871,0.976,1.0,0.9375,0.25,0.06896551724137931,0.7352941176470589,1.0,0.5260663507109005,0.9722222222222222,0.9719626168224299,0.9066666666666666
唐传奇,记叙,唐代文人,唐,206907.0,3963.0,0.01493424582058606,0.7797123391370174,1019.0,63.0,268.0,38.0,342.0,272.0,77.0,1006.0,593.0,264.0,21.0,0.0047895914589646555,0.00028998535573953514,0.0012421039404176756,7.732942819720937e-05,0.00021265592754232579,0.0011744406907451175,0.0003721478731990701,0.0026533660050167465,0.002851522664772096,0.0012034392263190708,6.76632496725582e-05,0.97252208047105,0.9523809523809523,0.9589552238805971,0.42105263157894735,0.1286549707602339,0.8933823529411765,1.0,0.5457256461232605,0.9949409780775716,0.9431818181818182,0.6666666666666666
太平广记,记叙,李昉等,宋,1974518.0,30653.0,0.011820099892733315,0.7613936645679052,8645.0,365.0,1517.0,145.0,2010.0,2095.0,723.0,9482.0,3608.0,1838.0,225.0,0.004289654487829435,0.00016257132120345318,0.0007044757252149639,2.076456127520742e-05,0.00013420996921780404,0.000997711846638015,0.00035350399439255557,0.002465411811895359,0.001803984567372898,0.0008310889037223261,5.672270397129831e-05,0.979757085020243,0.8794520547945206,0.916941331575478,0.2827586206896552,0.1318407960199005,0.9403341288782816,0.9654218533886584,0.5133937987766294,0.9872505543237251,0.8928182807399347,0.49777777777777776
聊斋志异,记叙,蒲松龄,清,480282.0,8431.0,0.013235973865354104,0.7540030838571937,2126.0,254.0,282.0,10.0,717.0,440.0,436.0,2020.0,1413.0,713.0,20.0,0.004257915141521023,0.0004830495417275684,0.0005163633032260214,4.164220187306624e-06,0.0001395013762747719,0.0007953660557755652,0.0008994715604582308,0.0019405266072848868,0.0028982972503654105,0.0012992366984396666,2.082110093653312e-06,0.9619002822201317,0.9133858267716536,0.8794326241134752,0.2,0.09344490934449093,0.8681818181818182,0.9908256880733946,0.4613861386138614,0.9851380042462845,0.8751753155680224,0.05
镜花缘,白话小说,李汝珍,清,412995.0,3118.0,0.0007941984769791402,0.10519563822963438,1799.0,8.0,61.0,19.0,626.0,33.0,3.0,410.0,16.0,126.0,17.0,0.0001210668410029177,1.694935774040848e-05,2.905604184070025e-05,2.905604184070025e-05,0.00010169614644245088,2.421336820058354e-05,7.264010460175063e-06,0.0003801498807491616,2.1792031380525186e-05,6.053342050145885e-05,2.4213368200583544e-06,0.027793218454697052,0.875,0.19672131147540983,0.631578947368421,0.0670926517571885,0.30303030303030304,1.0,0.3829268292682927,0.5625,0.1984126984126984,0.058823529411764705
孽海花,白话小说,金松岑、曾朴,清,254091.0,1752.0,0.0005234345175547343,0.07591324200913242,1032.0,12.0,60.0,5.0,430.0,3.0,5.0,102.0,12.0,90.0,1.0,9.051875115608188e-05,3.935597876351386e-05,3.148478301081109e-05,0.0,0.00015742391505405544,0.0,3.935597876351386e-06,9.838994690878464e-05,4.722717451621663e-05,5.50983702689194e-05,0.0,0.022286821705426358,0.8333333333333334,0.13333333333333333,0.0,0.09302325581395349,0.0,0.2,0.24509803921568626,1.0,0.15555555555555556,0.0
三国演义,白话小说,罗贯中,明,596086.0,6125.0,0.008007233855517493,0.7792653061224489,2280.0,117.0,430.0,43.0,559.0,71.0,300.0,965.0,935.0,409.0,16.0,0.003638736692356472,0.00017950429971514176,0.0006777545521954886,4.5295477498213345e-05,9.897900638498472e-05,5.536113916448298e-05,0.00050160547303577,0.0006475575671966797,0.0015635327788272161,0.0005905188177544851,8.388051388558027e-06,0.9513157894736842,0.9145299145299145,0.9395348837209302,0.627906976744186,0.10554561717352415,0.4647887323943662,0.9966666666666667,0.4,0.9967914438502674,0.8606356968215159,0.3125
红楼梦,白话小说,曹雪芹,清,867282.0,8797.0,0.0005730546696460897,0.05649653290894623,6120.0,24.0,71.0,81.0,1797.0,26.0,28.0,416.0,64.0,109.0,61.0,8.301798031090234e-05,2.6519632599316024e-05,9.224220034544704e-06,5.188623769431396e-05,0.00010492550289294601,2.306055008636176e-06,2.6519632599316024e-05,0.00016488293311748658,7.148770526772145e-05,2.4213577590679847e-05,8.071192530226616e-06,0.011764705882352941,0.9583333333333334,0.11267605633802817,0.5555555555555556,0.05063995548135782,0.07692307692307693,0.8214285714285714,0.34375,0.96875,0.1926605504587156,0.11475409836065574
水浒传,白话小说,施耐庵,明,927432.0,3290.0,0.0006825298242890044,0.19240121580547112,2070.0,56.0,7.0,1.0,372.0,21.0,51.0,448.0,98.0,122.0,44.0,0.000262013818802888,5.60688007314822e-05,4.312984671652477e-06,0.0,9.272917044052825e-05,2.1564923358262386e-06,2.1564923358262386e-06,0.0001390937556607924,0.00010351163211965945,1.401720018287055e-05,6.469477007478716e-06,0.11739130434782609,0.9285714285714286,0.5714285714285714,0.0,0.23118279569892472,0.09523809523809523,0.0392156862745098,0.28794642857142855,0.9795918367346939,0.10655737704918032,0.13636363636363635
初刻拍案惊奇,白话小说,凌濛初,明,394981.0,2954.0,0.0010582787526488616,0.14150304671631686,1774.0,31.0,23.0,6.0,694.0,6.0,8.0,242.0,45.0,89.0,36.0,0.0003873604046776934,6.582595112169952e-05,1.5190604105007583e-05,5.0635347016691944e-06,0.00016203311045341422,5.0635347016691944e-06,1.772237145584218e-05,0.00018735078396176017,0.00011392953078755686,8.60800899283763e-05,1.2658836754172986e-05,0.08624577226606539,0.8387096774193549,0.2608695652173913,0.3333333333333333,0.09221902017291066,0.3333333333333333,0.875,0.30578512396694213,1.0,0.38202247191011235,0.1388888888888889
二刻拍案惊奇,白话小说,凌濛初,明,428874.0,3138.0,0.0011844970783959857,0.16188655194391333,1930.0,34.0,34.0,6.0,715.0,17.0,4.0,245.0,65.0,69.0,19.0,0.0005083078013589072,6.295555337931421e-05,3.730699459514916e-05,9.32674864878729e-06,0.00015155966554279346,1.1658435810984112e-05,6.995061486590467e-06,0.0001538913527049903,0.00015155966554279346,8.627242500128243e-05,4.663374324393645e-06,0.11295336787564766,0.7941176470588235,0.47058823529411764,0.6666666666666666,0.09090909090909091,0.29411764705882354,0.75,0.2693877551020408,1.0,0.5362318840579711,0.10526315789473684
三刻拍案惊奇,白话小说,陆人龙,明,266837.0,2266.0,0.0007120451811405465,0.08384819064430715,1634.0,14.0,35.0,6.0,358.0,4.0,4.0,100.0,28.0,64.0,19.0,0.0001461566424446385,4.122366838182111e-05,6.370930568099626e-05,0.0,0.0001873803108264596,7.495212433058384e-06,1.1242818649587576e-05,7.495212433058384e-05,0.00010118536784628818,5.996169946446707e-05,1.873803108264596e-05,0.02386780905752754,0.7857142857142857,0.4857142857142857,0.0,0.13966480446927373,0.5,0.75,0.2,0.9642857142857143,0.25,0.2631578947368421
何典,白话小说,张南庄,清,49939.0,383.0,0.0010212459200224274,0.13315926892950392,265.0,11.0,16.0,0.0,51.0,3.0,1.0,11.0,6.0,18.0,1.0,0.0002803420172610585,0.00014017100863052926,0.0001001221490218066,0.0,0.0001802198682392519,0.0,2.002442980436132e-05,0.00014017100863052926,0.0001001221490218066,6.0073289413083965e-05,0.0,0.052830188679245285,0.6363636363636364,0.3125,0.0,0.17647058823529413,0.0,1.0,0.6363636363636364,0.8333333333333334,0.16666666666666666,0.0
